player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Mike Bibby,PG,23,SAC,80,80,33.2,5.6,12.3,0.453,0.6,1.7,0.37,4.9,10.6,0.466,0.479,1.9,2.4,0.803,0.5,2.3,2.8,5.0,1.1,0.2,1.7,1.7,13.7,0.14,23.0,0.4,-0.4,-0.8,7.3,2.6,0.196,0.4,1.5,3.7,14.9,1.6,11.1,4.5,0.513,19.7,1.1,6.3,0.113,85
Chauncey Billups,PG,25,MIN,82,54,28.7,4.2,10.0,0.423,1.5,3.8,0.394,2.7,6.2,0.441,0.498,2.5,2.9,0.885,0.4,2.3,2.8,5.5,0.8,0.2,1.7,2.1,12.5,0.383,29.2,0.5,1.5,-2.0,9.2,1.5,0.284,3.5,1.7,6.1,17.6,1.5,13.0,5.5,0.555,20.4,2.1,7.6,0.156,80
Bruce Bowen,SF,30,SAS,59,59,28.8,2.6,6.7,0.389,0.9,2.5,0.378,1.7,4.2,0.396,0.46,0.8,1.6,0.479,0.7,2.0,2.7,1.5,1.1,0.4,1.1,2.0,7.0,0.372,8.1,1.0,-0.1,1.5,7.9,2.2,0.241,-1.5,2.9,-0.3,8.2,1.9,13.0,5.5,0.468,13.9,0.8,1.9,0.054,75
Earl Boykins,PG,25,LAC,68,2,11.2,1.6,4.0,0.4,0.2,0.6,0.31,1.4,3.4,0.416,0.424,0.7,0.9,0.77,0.4,0.4,0.8,2.1,0.3,0.0,0.6,0.6,4.1,0.153,31.5,0.2,-4.4,-4.0,4.0,0.2,0.222,-0.4,4.1,0.9,13.9,1.4,12.7,4.0,0.464,20.5,-0.5,1.0,0.065,73
Elton Brand,PF,22,LAC,80,80,37.8,6.7,12.6,0.527,0.0,0.0,,6.7,12.6,0.527,0.527,4.9,6.6,0.742,5.0,6.6,11.6,2.4,1.0,2.0,2.2,3.2,18.2,0.0,11.0,3.7,6.2,2.1,19.6,3.7,0.519,4.1,15.0,9.9,23.6,1.4,12.2,17.3,0.586,21.1,6.2,13.6,0.216,88
Terrell Brandon,PG,31,MIN,32,28,30.1,4.8,11.4,0.425,0.1,0.7,0.174,4.7,10.7,0.442,0.43,2.6,2.6,0.988,0.5,2.4,2.9,8.3,1.6,0.2,1.3,1.5,12.4,0.063,42.8,0.5,2.1,-1.0,9.0,0.9,0.23,3.2,2.1,2.8,21.2,2.9,9.7,5.6,0.494,20.9,1.0,3.7,0.186,75
Kedrick Brown,SF,20,BOS,29,5,8.4,0.8,2.4,0.329,0.2,0.9,0.185,0.6,1.5,0.419,0.364,0.4,0.7,0.6,0.4,1.3,1.7,0.5,0.6,0.2,0.2,0.6,2.2,0.386,9.8,2.2,-1.2,2.6,17.9,0.5,0.286,-3.8,4.8,-0.1,11.9,3.8,8.2,11.2,0.4,16.0,0.1,0.4,0.075,61
Kwame Brown,PF,19,WAS,57,3,14.3,1.6,4.3,0.387,0.0,0.0,0.0,1.6,4.2,0.388,0.387,1.2,1.7,0.707,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1.8,4.5,0.004,8.4,2.4,-3.5,0.0,19.4,0.8,0.407,-3.5,8.9,0.0,11.2,1.1,13.0,14.1,0.45,18.6,-0.3,0.8,0.048,68
Randy Brown,PG,33,BOS,1,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,46.4,13.0,-16.8,-4.3,0.0,0.0,0.0,-12.5,0.0,0.0,8.6,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.025,56
Rick Brunson,PG,29,POR,59,2,8.8,0.8,1.9,0.398,0.1,0.2,0.545,0.7,1.7,0.382,0.425,0.5,0.7,0.707,0.4,0.8,1.2,1.9,0.4,0.0,0.8,0.9,2.1,0.097,32.7,0.3,-3.2,-0.7,10.3,0.5,0.363,-2.5,5.1,0.2,12.2,2.6,26.4,7.7,0.477,15.6,-0.2,0.7,0.066,59
Kobe Bryant,SG,23,LAL,80,80,38.3,9.4,20.0,0.469,0.4,1.7,0.25,9.0,18.3,0.489,0.479,6.1,7.4,0.829,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,0.083,25.9,0.8,4.4,0.1,11.7,3.8,0.369,4.4,4.1,8.9,23.2,2.0,10.7,7.9,0.544,30.4,5.0,12.7,0.199,99
Marcus Camby,C,27,NYK,29,29,34.7,4.5,10.0,0.448,0.0,0.0,0.0,4.5,10.0,0.45,0.448,2.1,3.4,0.626,3.1,8.0,11.1,1.1,1.2,1.7,1.4,3.7,11.1,0.003,5.6,3.7,0.1,2.8,26.8,1.7,0.341,-2.7,10.2,0.5,15.1,1.8,11.2,18.5,0.483,17.4,0.5,2.1,0.102,79
Elden Campbell,PF,33,CHH,77,74,28.0,5.0,10.3,0.484,0.0,0.0,0.0,5.0,10.3,0.485,0.484,4.0,5.0,0.797,1.7,5.2,6.9,1.3,0.8,1.8,1.8,3.4,13.9,0.003,8.5,4.6,1.3,1.8,21.0,3.5,0.484,-0.5,7.0,4.0,19.5,1.5,12.5,14.0,0.558,23.3,1.8,7.6,0.168,74
Anthony Carter,PG,26,MIA,46,18,22.8,1.9,5.7,0.342,0.0,0.4,0.053,1.9,5.2,0.365,0.344,0.4,0.8,0.528,0.4,2.1,2.5,4.7,1.1,0.1,1.6,1.8,4.3,0.073,33.0,0.2,-3.8,0.7,10.8,1.6,0.138,-4.6,2.1,-1.4,8.9,2.6,20.7,6.5,0.359,15.8,-0.5,0.2,0.008,66
Vince Carter,SG,25,TOR,60,60,39.8,9.3,21.8,0.428,2.0,5.2,0.387,7.3,16.6,0.441,0.474,4.1,5.1,0.798,2.3,2.9,5.2,4.0,1.6,0.7,2.6,3.2,24.7,0.239,19.9,1.3,4.1,-0.7,8.7,2.4,0.235,4.8,6.4,4.6,20.5,2.1,9.6,7.5,0.515,30.5,3.7,7.0,0.14,90
Sam Cassell,PG,32,MIL,74,73,35.2,7.5,16.2,0.463,1.0,2.8,0.348,6.5,13.4,0.486,0.492,3.8,4.4,0.86,0.7,3.5,4.2,6.7,1.2,0.2,2.4,2.8,19.7,0.17,34.3,0.3,2.3,-1.9,10.9,1.4,0.274,4.2,2.5,7.2,21.3,1.8,11.7,6.9,0.545,27.3,2.8,8.6,0.158,84
Tyson Chandler,C,19,CHI,71,31,19.6,2.1,4.3,0.497,0.0,0.0,,2.1,4.3,0.497,0.497,1.9,3.1,0.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,0.0,6.5,5.0,-2.0,1.5,19.8,1.4,0.73,-3.6,9.3,0.4,13.0,1.1,19.8,14.4,0.543,16.6,0.0,1.8,0.062,74
Chris Childs,PG,34,TOR,69,4,22.8,1.4,4.3,0.328,0.5,1.7,0.275,0.9,2.6,0.364,0.383,0.8,1.0,0.817,0.3,2.0,2.2,5.1,0.8,0.1,1.8,2.6,4.1,0.405,32.9,0.2,-4.7,-1.5,10.2,1.5,0.24,-3.3,1.3,-0.4,8.8,1.9,27.3,5.6,0.435,13.0,-1.1,1.1,0.033,65
Doug Christie,SG,31,SAC,81,81,34.5,4.2,9.1,0.46,1.1,3.2,0.352,3.1,5.9,0.518,0.521,2.5,3.0,0.851,0.9,3.7,4.6,4.2,2.0,0.3,2.0,2.6,12.0,0.348,17.2,0.6,3.9,2.0,11.2,4.2,0.329,1.9,2.9,4.4,15.2,2.9,16.3,7.1,0.578,15.6,4.2,8.6,0.148,80
Keon Clark,C,26,TOR,81,31,27.0,4.7,9.6,0.49,0.0,0.1,0.0,4.7,9.5,0.494,0.49,1.9,2.8,0.674,2.2,5.2,7.4,1.1,0.7,1.5,1.7,3.2,11.3,0.006,7.1,4.2,-0.5,1.6,22.9,3.6,0.297,-2.0,9.3,1.7,16.7,1.4,13.8,15.8,0.522,21.2,0.8,5.3,0.116,77
Derrick Coleman,PF,34,PHI,58,58,35.9,5.7,12.7,0.45,0.5,1.4,0.337,5.2,11.2,0.465,0.469,3.2,3.9,0.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7,15.1,0.113,8.5,1.9,0.7,0.8,18.5,3.2,0.309,-0.1,9.2,2.7,16.2,1.1,12.5,13.9,0.524,21.0,1.4,5.9,0.135,79
Bimbo Coles,PG,33,CLE,47,1,14.7,1.2,3.1,0.384,0.1,0.4,0.2,1.1,2.7,0.413,0.397,0.7,0.8,0.892,0.3,0.9,1.2,2.3,0.3,0.1,0.7,1.3,3.2,0.137,23.3,0.4,-5.7,-2.9,7.2,0.0,0.253,-2.8,2.1,0.4,8.8,1.0,16.0,4.7,0.459,12.8,-0.7,0.4,0.027,63
Jamal Crawford,PG,21,CHI,23,6,20.9,3.9,8.1,0.476,1.1,2.5,0.448,2.7,5.6,0.488,0.545,0.4,0.6,0.769,0.2,1.3,1.5,2.4,0.8,0.2,1.4,0.8,9.3,0.31,21.8,0.8,-2.2,-2.8,7.2,0.2,0.07,0.6,1.2,0.4,15.3,2.0,14.2,4.1,0.555,21.5,0.0,0.6,0.055,74
Antonio Daniels,SG,26,SAS,82,13,26.5,3.3,7.5,0.44,0.7,2.4,0.291,2.6,5.1,0.51,0.486,1.9,2.6,0.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2,0.32,17.2,0.4,0.2,-0.7,7.8,2.3,0.343,0.8,1.3,3.7,13.4,1.2,9.0,4.7,0.534,16.6,1.2,5.9,0.131,73
Antonio Davis,PF,33,TOR,77,77,38.7,5.3,12.5,0.426,0.0,0.0,0.0,5.3,12.5,0.426,0.426,3.8,4.6,0.818,3.3,6.3,9.6,2.0,0.7,1.1,2.1,2.9,14.5,0.001,8.7,2.1,-0.1,1.1,19.4,3.6,0.372,-1.2,9.5,3.0,14.8,1.0,12.4,14.3,0.497,19.6,1.4,6.5,0.105,78
Baron Davis,PG,22,CHH,82,82,40.5,6.8,16.4,0.417,2.1,5.8,0.356,4.7,10.5,0.451,0.48,2.4,4.1,0.58,1.1,3.1,4.3,8.5,2.1,0.6,3.0,2.9,18.1,0.356,37.3,1.0,4.2,0.1,8.8,3.8,0.252,4.1,3.2,4.4,18.2,2.8,14.2,6.0,0.498,23.9,5.2,8.2,0.118,91
Ricky Davis,SF,22,CLE,82,8,23.8,4.6,9.5,0.481,0.1,0.4,0.314,4.5,9.1,0.489,0.488,2.4,3.0,0.79,0.8,2.2,3.0,2.2,0.8,0.3,1.8,1.8,11.7,0.045,16.6,0.9,-1.8,-1.6,10.7,0.8,0.318,-0.2,3.8,1.9,15.9,1.9,14.3,7.3,0.539,24.4,0.1,2.8,0.068,83
Tony Delk,SG,28,BOS,22,16,25.9,2.7,7.8,0.349,0.9,3.0,0.299,1.8,4.8,0.381,0.407,1.0,1.4,0.733,0.9,2.7,3.6,2.3,1.0,0.3,0.9,1.7,7.4,0.39,14.6,0.8,-1.6,0.5,11.6,0.7,0.174,-2.1,3.8,0.0,10.4,2.0,9.3,7.6,0.437,16.3,0.1,0.7,0.062,66
Michael Dickerson,SG,26,MEM,4,4,31.0,3.8,12.0,0.313,2.0,5.3,0.381,1.8,6.8,0.259,0.396,1.3,1.5,0.833,0.8,2.3,3.0,2.3,0.8,0.3,2.0,3.0,10.8,0.438,12.1,0.6,-6.4,-2.7,8.1,0.0,0.125,-3.6,2.7,-0.2,6.4,1.3,13.6,5.4,0.425,21.5,-0.1,-0.1,-0.05,76
Vlade Divac,C,33,SAC,80,80,30.3,4.2,9.0,0.472,0.0,0.2,0.231,4.2,8.8,0.477,0.474,2.6,4.3,0.615,2.6,5.8,8.4,3.7,1.0,1.2,2.0,2.9,11.1,0.018,17.9,2.6,3.3,3.3,20.2,4.2,0.475,0.1,9.2,3.1,17.0,1.6,15.4,14.8,0.513,18.4,3.3,7.3,0.145,78
Michael Doleac,C,24,CLE,42,15,16.8,1.9,4.5,0.417,0.0,0.0,,1.9,4.5,0.417,0.417,0.9,1.1,0.826,1.1,2.9,4.0,0.6,0.4,0.3,0.9,2.3,4.6,0.0,5.6,1.1,-5.4,-1.2,20.0,0.4,0.246,-4.2,7.9,-0.1,8.8,1.1,15.1,14.0,0.468,15.9,-0.6,0.3,0.022,55
Keyon Dooling,PG,21,LAC,14,0,11.1,1.6,4.1,0.386,0.3,1.0,0.286,1.3,3.1,0.419,0.421,0.7,0.9,0.833,0.0,0.2,0.2,0.9,0.3,0.2,0.7,1.4,4.1,0.246,12.7,1.3,-7.9,-4.0,2.2,0.0,0.211,-3.9,0.0,-0.1,7.4,1.4,13.8,1.1,0.466,21.1,-0.2,0.0,-0.01,63
Bryce Drew,PG,27,CHH,61,0,12.7,1.3,3.0,0.429,0.5,1.2,0.425,0.8,1.8,0.431,0.514,0.4,0.5,0.793,0.2,1.0,1.2,1.7,0.5,0.0,0.5,0.8,3.4,0.401,20.7,0.2,-1.5,-1.1,8.5,0.7,0.159,-0.4,2.1,1.0,12.4,2.2,14.5,5.3,0.539,13.4,0.1,1.7,0.105,58
Tim Duncan,PF,25,SAS,82,82,40.6,9.3,18.3,0.508,0.0,0.1,0.1,9.3,18.2,0.511,0.508,6.8,8.5,0.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,0.007,18.3,4.3,7.6,3.8,25.9,7.1,0.466,3.9,9.6,10.7,27.0,1.0,12.7,18.0,0.576,29.0,8.1,17.8,0.257,98
Howard Eisley,PG,29,NYK,39,0,15.6,1.5,4.5,0.337,0.4,1.5,0.241,1.2,3.0,0.385,0.377,1.0,1.3,0.796,0.2,1.0,1.3,2.6,0.6,0.1,1.4,1.4,4.4,0.331,26.7,0.4,-5.1,-1.5,7.6,0.4,0.28,-3.6,1.7,-0.7,8.5,2.1,21.2,4.7,0.435,19.1,-0.5,-0.3,-0.021,69
Michael Finley,SF,28,DAL,69,69,39.9,8.2,17.8,0.463,1.1,3.2,0.339,7.1,14.6,0.491,0.494,3.0,3.6,0.837,1.3,3.9,5.2,3.3,0.9,0.4,1.7,2.1,20.6,0.182,14.0,0.6,1.0,-1.3,10.7,1.0,0.204,2.3,3.7,5.3,17.6,1.2,8.0,7.3,0.532,23.9,2.1,6.3,0.11,86
Derek Fisher,PG,27,LAL,70,35,28.2,3.9,9.5,0.411,2.1,5.0,0.413,1.9,4.5,0.41,0.52,1.3,1.6,0.847,0.2,1.9,2.1,2.6,0.9,0.1,0.9,1.7,11.2,0.524,13.9,0.3,0.8,-1.3,7.2,1.8,0.167,2.2,0.8,3.7,14.0,1.7,8.0,4.1,0.55,17.6,1.4,5.5,0.134,70
Joseph Forte,SG,20,BOS,8,0,4.9,0.1,1.5,0.083,0.0,0.4,0.0,0.1,1.1,0.111,0.083,0.5,0.5,1.0,0.1,0.6,0.8,0.8,0.3,0.0,0.4,0.1,0.8,0.25,22.2,0.0,-9.9,0.0,14.4,0.1,0.333,-9.9,2.7,-0.2,2.8,2.7,17.9,8.4,0.218,19.6,-0.1,-0.1,-0.144,59
Steve Francis,PG,24,HOU,57,56,41.1,7.4,17.7,0.417,1.2,3.7,0.324,6.2,14.0,0.442,0.451,5.7,7.4,0.773,1.8,5.2,7.0,6.4,1.2,0.4,3.9,3.0,21.6,0.209,29.1,0.7,2.9,-0.3,14.8,1.2,0.419,3.2,4.9,3.2,19.1,1.6,15.6,9.8,0.517,28.0,2.9,4.4,0.091,87
Kevin Garnett,PF,25,MIN,81,81,39.2,8.1,17.3,0.47,0.5,1.4,0.319,7.7,15.9,0.484,0.484,4.4,5.5,0.801,3.0,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,0.083,22.4,2.9,6.7,3.1,26.5,4.9,0.32,3.6,9.0,7.9,23.8,1.6,12.5,17.8,0.536,26.0,7.0,12.8,0.194,98
Pau Gasol,C,21,MEM,82,79,36.7,6.7,13.0,0.518,0.0,0.1,0.2,6.7,12.9,0.519,0.518,4.1,5.8,0.709,2.9,6.0,8.9,2.7,0.5,2.1,2.7,2.4,17.6,0.005,13.8,3.9,2.2,1.5,18.2,2.8,0.448,0.7,8.8,4.8,19.5,0.7,15.0,13.5,0.566,22.6,3.2,7.6,0.121,82
Devean George,SF,24,LAL,82,1,21.5,2.6,6.4,0.411,0.8,2.2,0.371,1.8,4.2,0.432,0.474,1.0,1.5,0.675,1.0,2.7,3.7,1.4,0.9,0.5,0.8,2.3,7.1,0.34,9.4,1.7,0.7,1.1,14.0,2.6,0.241,-0.4,4.9,1.6,12.6,2.1,10.2,9.5,0.502,16.4,1.2,4.2,0.113,73
Kendall Gill,SG,33,MIA,65,49,21.7,2.5,6.5,0.384,0.1,0.7,0.136,2.4,5.8,0.413,0.391,0.6,1.0,0.677,0.4,2.4,2.8,1.5,0.7,0.1,0.8,2.2,5.7,0.104,12.1,0.4,-3.7,0.7,12.7,2.0,0.147,-4.4,2.4,-1.3,7.6,1.7,10.9,7.6,0.414,17.1,-0.6,0.7,0.023,66
Brian Grant,PF,29,MIA,72,72,31.3,4.0,8.5,0.469,0.0,0.0,0.0,4.0,8.4,0.47,0.469,1.4,1.7,0.849,2.3,5.7,8.0,1.9,0.7,0.4,1.7,3.3,9.3,0.003,10.5,1.1,0.3,2.2,20.9,3.7,0.195,-1.9,8.8,1.1,12.7,1.2,15.6,14.9,0.508,16.6,1.3,4.8,0.103,77
Horace Grant,C,36,ORL,76,76,29.1,3.5,6.8,0.513,0.0,0.0,,3.5,6.8,0.513,0.513,1.1,1.5,0.721,2.1,4.2,6.3,1.4,0.8,0.6,0.7,1.6,8.0,0.0,7.1,1.6,0.4,1.0,16.4,2.0,0.216,-0.6,8.0,3.6,13.9,1.3,8.3,12.2,0.539,12.5,1.3,5.6,0.122,67
Eddie Griffin,PF,19,HOU,73,24,26.0,3.3,9.1,0.366,1.2,3.7,0.33,2.1,5.4,0.392,0.434,0.9,1.2,0.744,1.6,4.1,5.7,0.7,0.2,1.8,0.6,1.6,8.8,0.41,4.8,4.8,-2.0,-0.3,18.2,1.4,0.129,-1.6,7.0,1.0,13.8,0.5,6.3,12.5,0.456,18.4,0.0,2.4,0.061,74
Tom Gugliotta,PF,32,PHO,44,40,25.7,2.9,6.8,0.422,0.1,0.2,0.333,2.8,6.6,0.425,0.427,0.6,0.8,0.757,1.3,3.7,5.0,1.8,0.9,0.7,1.4,2.6,6.5,0.03,10.2,1.9,-1.5,2.1,16.4,1.4,0.123,-3.6,5.8,-0.4,9.7,1.8,16.1,11.1,0.449,15.0,0.1,0.9,0.04,67
Richard Hamilton,SG,23,WAS,63,57,35.0,7.5,17.2,0.435,0.3,0.7,0.381,7.2,16.5,0.438,0.443,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20.0,0.039,14.6,0.5,-1.8,-2.8,7.6,0.6,0.311,1.0,3.8,3.4,16.9,0.9,9.7,5.7,0.511,28.6,0.1,4.0,0.087,81
Anfernee Hardaway,SG,30,PHO,80,55,30.8,4.9,11.6,0.418,0.3,1.0,0.277,4.6,10.6,0.432,0.43,2.0,2.4,0.81,1.2,3.2,4.4,4.1,1.5,0.4,2.4,2.3,12.0,0.089,21.1,0.9,0.0,1.1,11.7,2.8,0.209,-1.2,4.4,0.1,13.9,2.6,15.7,8.0,0.472,21.9,1.2,2.9,0.056,77
Tim Hardaway,PG,35,DEN,14,14,23.2,3.4,9.0,0.373,2.0,5.4,0.373,1.4,3.6,0.373,0.484,0.9,1.4,0.632,0.1,1.9,1.9,5.5,1.2,0.1,2.7,1.8,9.6,0.595,40.1,0.5,-2.0,-2.9,9.6,0.2,0.151,0.9,0.3,0.0,14.2,2.8,22.0,4.7,0.499,23.7,0.0,0.2,0.029,67
Matt Harpring,SF,25,PHI,81,81,31.4,4.8,10.3,0.461,0.3,0.9,0.304,4.5,9.5,0.475,0.473,2.0,2.7,0.743,2.5,4.6,7.1,1.3,0.9,0.1,1.6,2.5,11.8,0.082,7.5,0.1,-0.6,0.0,16.3,3.6,0.265,-0.6,9.2,2.6,14.1,1.5,12.0,12.8,0.512,19.1,0.9,6.1,0.115,78
